7,2
10,2
13,2
16,2
19,2
22,2
25,2
28,2
31,2
37,2
40,2
43,2
46,2
49,2
52,2
55,2
58,2
61,2
64,2
8,5
10,5
11,5
13,5
14,5
16,5
17,5
19,5
20,5
22,5
23,5
25,5
26,5
28,5
29,5
31,5
32,5
34,5
35,5
37,5
38,5
40,5
41,5
43,5
44,5
46,5
47,5
49,5
50,5
52,5
53,5
55,5
56,5
58,5
59,5
61,5
62,5
64,5
3,6
5,6
7,6
8,6
10,6
11,6
13,6
14,6
16,6
17,6
19,6
20,6
22,6
23,6
25,6
26,6
28,6
29,6
31,6
32,6
34,6
35,6
37,6
38,6
40,6
41,6
43,6
44,6
46,6
47,6
49,6
50,6
52,6
53,6
55,6
56,6
58,6
59,6
61,6
62,6
5,8
7,8
8,8
10,8
11,8
13,8
14,8
16,8
17,8
19,8
20,8
22,8
23,8
25,8
26,8
28,8
29,8
31,8
32,8
35,8
37,8
38,8
40,8
41,8
43,8
44,8
46,8
47,8
49,8
50,8
52,8
53,8
55,8
56,8
58,8
59,8
61,8
62,8
64,8
5,61
7,61
8,61
10,61
11,61
13,61
14,61
16,61
17,61
19,61
20,61
22,61
23,61
25,61
26,61
28,61
29,61
31,61
32,61
34,61
37,61
38,61
40,61
41,61
43,61
44,61
46,61
47,61
49,61
50,61
52,61
53,61
55,61
56,61
58,61
59,61
61,61
62,61
64,61
8,64
10,64
11,64
13,64
14,64
16,64
17,64
19,64
20,64
22,64
23,64
25,64
26,64
28,64
29,64
31,64
32,64
34,64
35,64
37,64
38,64
40,64
41,64
43,64
44,64
46,64
47,64
49,64
50,64
52,64
53,64
55,64
56,64
58,64
59,64
61,64
62,64
64,64
67,64
5,65
7,65
8,65
10,65
11,65
13,65
14,65
16,65
17,65
19,65
20,65
22,65
23,65
25,65
26,65
28,65
29,65
31,65
32,65
34,65
35,65
37,65
38,65
40,65
41,65
43,65
44,65
46,65
47,65
49,65
50,65
52,65
53,65
55,65
56,65
58,65
59,65
61,65
62,65
5,68
8,68
11,68
14,68
17,68
20,68
23,68
26,68
29,68
32,68
38,68
41,68
44,68
47,68
50,68
53,68
56,68
59,68
62,68
6,8
